pos	browser_phylop_allbr	phylop_allbr	phylop_dmel	phylop_dsim	isConsEl	is661	isCDS	isUTR5	isUTR3	isIntron	isIntergenic
11111425	0.108504	0.154	0.101	0.061	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111426	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111427	0.319331	0.373	0.088	0.053	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111428	-1.15646	-1.122	0.191	0.113	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111429	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111430	0.740984	0.757	0.071	0.043	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111431	0.389606	0.418	0.085	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111432	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111433	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111434	-0.875354	-0.839	0.164	0.099	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111435	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111436	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111437	-0.102323	-0.041	0.116	0.07	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111438	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111439	1.51402	1.57	0.048	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111440	-0.31315	-0.311	0.135	0.081	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111441	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111442	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111443	-0.172598	-0.166	0.131	0.078	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111444	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111445	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111446	-0.172598	-0.104	0.121	0.073	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111447	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111448	3.13035	3.161	0.047	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111449	0.459882	0.494	0.082	0.05	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111450	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111451	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111452	0.249055	0.251	0.137	0.082	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111453	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111454	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111455	-2.35114	-2.327	0.212	-1.297	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111456	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111457	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111458	1.72484	1.789	0.074	0.045	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111459	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111460	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111461	-0.523976	-0.487	-0.642	0.08	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111462	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111463	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111464	1.51402	1.517	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111465	3.27091	3.28	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111466	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111467	0.389606	0.394	0.087	0.053	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111468	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111469	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111470	0.459882	0.498	0.114	0.069	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111471	3.20063	3.27	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111472	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111473	-0.523976	-0.492	0.148	0.089	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111474	2.56815	2.58	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111475	4.32504	4.342	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111476	0.600433	0.632	0.074	0.045	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111477	4.32504	4.342	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111478	4.39532	4.41	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111479	-0.242874	-0.21	0.129	0.077	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111480	2.77898	2.836	0.049	0.03	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111481	3.20063	3.202	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111482	0.459882	0.523	0.082	0.05	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111483	3.20063	3.202	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111484	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111485	3.27091	3.328	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111486	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111487	2.56815	2.58	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111488	0.389606	0.449	-1.811	0.051	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111489	2.21677	2.243	0.068	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111490	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111491	0.0382283	0.046	0.109	0.066	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111492	1.51402	1.582	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111493	0.81126	0.832	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111494	-0.594252	-0.554	0.212	0.124	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111495	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111496	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111497	0.249055	0.31	0.089	0.054	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111498	2.28705	2.316	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111499	0.951811	0.988	0.096	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111500	-0.0320472	0.037	0.109	0.066	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111501	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111502	0.740984	0.764	0.103	0.062	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111503	-0.0320472	0	0.157	0.094	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111504	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111505	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111506	-0.102323	-0.095	0.159	0.1	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111507	0.881535	0.899	0.066	0.04	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111508	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111509	0.249055	0.307	0.09	0.055	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111510	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111511	1.51402	1.517	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111512	0.389606	0.404	0.086	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111513	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111514	0.0382283	0.046	0.108	0.065	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111515	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111516	2.28705	2.299	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111517	2.49787	2.558	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111518	1.58429	1.589	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111519	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111520	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111521	3.27091	3.315	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111522	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111523	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111524	-1.22673	-1.2	0.183	0.109	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111525	3.27091	3.28	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111526	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111527	-0.453701	-0.435	0.203	0.119	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111528	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111529	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111530	1.44374	1.473	0.086	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111531	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111532	3.20063	3.202	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111533	0.17878	0.181	0.138	0.082	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111534	1.51402	1.532	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111535	3.20063	3.248	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111536	1.44374	1.473	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111537	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111538	2.49787	2.558	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111539	2.49787	2.558	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111540	4.39532	4.41	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111541	2.7087	2.765	0.049	0.03	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111542	-0.0320472	-0.015	-1.512	0.068	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111543	4.32504	4.342	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111544	4.39532	4.41	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111545	-0.0320472	0.002	0.112	0.068	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111546	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111547	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111548	-0.383425	-0.361	0.196	0.115	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111549	1.37346	1.391	0.046	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111550	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111551	0.389606	0.454	0.124	0.074	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111552	0.881535	0.893	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111553	0.459882	0.483	0.079	0.048	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111554	-1.01591	-1.009	0.237	0.138	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111555	2.49787	2.558	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111556	2.49787	2.558	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111557	-0.383425	-0.332	0.138	0.083	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111558	0.670709	0.728	0.07	0.043	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111559	0.740984	0.771	0.069	0.042	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111560	-0.734803	-0.677	-1.196	0.097	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111561	1.23291	1.24	0.084	0.051	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111562	-0.383425	-0.325	0.199	0.117	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111563	0.319331	0.362	0.125	0.075	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111564	1.16264	1.228	0.05	0.031	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111565	1.16264	1.228	0.05	0.031	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111566	-0.242874	-0.236	0.183	0.108	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111567	0.881535	0.946	0.065	0.04	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111568	0.881535	0.946	0.065	0.04	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111569	-0.664528	-0.646	0.143	0.094	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111570	2.84925	2.865	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111571	3.13035	3.161	0.047	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111572	-1.43756	-1.392	-1.043	0.112	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111573	3.20063	3.27	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111574	1.93567	2.003	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111575	-0.102323	-0.096	0.167	0.099	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111576	0.249055	0.274	0.09	0.055	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111577	3.20063	3.253	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111578	-0.0320472	-0.015	0.161	0.095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111579	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111580	1.51402	1.532	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111581	-0.453701	-0.419	0.143	0.086	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111582	3.20063	3.238	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111583	-0.102323	-0.05	0.117	0.071	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111584	-1.50783	-1.467	0.202	0.12	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111585	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111586	2.77898	2.842	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111587	-0.102323	-0.053	0.117	0.07	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111588	3.27091	3.293	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111589	-0.102323	-0.058	0.119	0.072	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111590	-1.22673	-1.19	0.195	0.116	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111591	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111592	1.51402	1.517	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111593	0.951811	0.991	0.07	0.043	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111594	1.37346	1.401	0.048	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111595	3.06008	3.097	0.047	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111596	-0.102323	-0.068	-1.432	0.068	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111597	3.20063	3.219	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111598	1.58429	1.64	0.045	0.027	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111599	0.108504	0.166	-1.626	0.058	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111600	2.07622	2.113	0.069	0.042	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111601	2.21677	2.247	0.068	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111602	-0.0320472	-0.005	0.159	0.095	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111603	-0.0320472	0.02	0.111	0.067	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111604	3.13035	3.164	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111605	-0.242874	-0.206	0.099	0.036	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111606	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111607	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111608	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111609	3.20063	3.27	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111610	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111611	-0.0320472	0.007	0.158	0.094	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111612	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111613	4.81697	4.858	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111614	-0.594252	-0.57	-1.245	0.09	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111615	4.88724	4.931	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111616	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111617	0.108504	0.165	0.1	0.06	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111618	2.28705	2.303	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111619	-0.383425	-0.321	-1.611	0.082	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111620	0.951811	1.009	0.097	0.059	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111621	3.06008	3.097	0.047	0.029	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111622	1.58429	1.615	0.045	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111623	0.17878	0.182	0.099	0.06	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111624	3.20063	3.27	0.046	0.028	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111625	-0.453701	-0.44	0.144	0.086	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111626	-0.523976	-0.501	0.145	0.087	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111627	1.51402	1.525	0.086	0.052	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111628	0.951811	1.016	0.064	0.039	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111629	-1.36728	-1.328	0.194	0.115	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111630	0.881535	0.908	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111631	1.79512	1.86	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111632	1.30319	1.332	0.093	0.048	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111633	3.20063	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111634	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111635	-1.22673	-1.207	0.179	0.107	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111636	0.81126	0.849	0.065	0.04	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111637	0.459882	0.518	0.081	0.049	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111638	0.249055	0.318	0.093	0.056	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111639	-0.664528	-0.654	-1.692	0.091	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111640	2.63843	2.643	0.063	0.039	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111641	-0.805079	-0.764	0.164	0.098	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111642	1.23291	1.28	0.049	0.03	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111643	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111644	0.17878	0.207	0.097	-2.64	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111645	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111646	1.86539	1.927	0.057	0.035	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111647	-0.383425	-0.327	0.134	0.081	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111648	3.69256	3.706	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111649	3.55201	3.611	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111650	-2.28087	-2.25	0.233	-1.225	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111651	3.20063	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111652	1.72484	1.748	0.042	0.026	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111653	0.249055	0.294	0.093	0.056	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111654	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111655	0.249055	0.295	0.093	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111656	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111657	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111658	5.44945	5.51	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111659	1.23291	1.255	0.086	0.052	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111660	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111661	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111662	-0.594252	-0.573	0.152	0.091	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111663	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111664	0.249055	0.256	0.094	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111665	0.108504	0.129	0.146	0.087	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111666	3.20063	3.23	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111667	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111668	0.17878	0.185	0.14	0.083	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111669	1.93567	1.958	0.041	0.025	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111670	1.16264	1.186	0.06	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111671	0.951811	0.993	0.067	0.041	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111672	2.77898	2.806	0.061	0.037	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111673	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111674	-2.63224	-2.612	-0.294	0.112	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111675	5.59	5.59	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
11111676	3.20063	3.205	0	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
